"差分更新方法","廃盤","品目区分","商品コード","商品名","商品名（カナ）","標準原価","通貨【標準取引通貨：仕入先マスタ】","単位容積","単位重量","関税率","消費税区分【消費税区分マスタ】","消費税率【消費税区分マスタ】","仕入先コード【仕入先マスタ 一覧】","仕入先名【仕入先マスタ 一覧】","仕入先ID","商品ID","消費税区分ID","食品検査対象","中分類ID","中分類名","大分類名","大分類ID","作成者","作成日時","更新者","更新日時"
,"false","SKU","6280006","NEW 木製おりたたみハイチェア BR","NEWモクセイオリタタミハイチェアBR","39.5","USD","0.041791045",,"0",,,"000628","Qingdao Renluc Furniture Co.,Ltd.","130","2060",,"false","35","チェア","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6290001","インテリジェント ポッティ ライラック","インテリジェントポッティライラック","13.74","USD","0.03745",,,,,"000629","Quax　Ｎ．Ｖ．（ﾍﾞﾙｷﾞｰ）","131","2061",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6290002","インテリジェント ポッティ パステルピンク","インテリジェントポッティパステルピンク","13.74","USD","0.03745",,,,,"000629","Quax　Ｎ．Ｖ．（ﾍﾞﾙｷﾞｰ）","131","2062",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6290003","インテリジェント ポッティ パステルアクア","インテリジェントポッティパステルアクア","13.74","USD","0.03745",,,,,"000629","Quax　Ｎ．Ｖ．（ﾍﾞﾙｷﾞｰ）","131","2063",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300001","ubbi おむつペール ホワイト（matte White）","ubbiオムツペールホワイト（matteWhite）","26.75","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2064",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300002","ubbi おむつペール グレー（matte Gray）","ubbiオムツペールグレー（matteGray）","26.75","USD","0.067",,"0.00",,,"000630","Pearhead Inc.(Ubbi)","132","2065",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300003","ubbi おむつペール ライトブルー","ubbiオムツペールライトブルー","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2066",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300004","ubbi おむつペール ライトピンク","ubbiオムツペールライトピンク","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2067",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300005","ubbi おむつペール ブルー","ubbiオムツペールブルー","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2068",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300006","ubbi おむつペール ピンク","ubbiオムツペールピンク","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2069",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300007","ubbi おむつペール ピスタチオ","ubbiオムツペールピスタチオ","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2070",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300008","ubbi おむつペール ターコイズブルー","ubbiオムツペールターコイズブルー","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2071",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300009","ubbi おむつペール ネイビー","ubbiオムツペールネイビー","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2072",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300010","ubbi おむつペール アイボリー（matte Oat Milk）","ubbiオムツペールアイボリー（matteOatMilk）","26.75","USD","0.067",,"0.00",,,"000630","Pearhead Inc.(Ubbi)","132","2073",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300011","ubbi おむつペール グレーシャブロン","ubbiオムツペールグレーシャブロン","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2074",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300012","ubbi おむつペール ネイビースター","ubbiオムツペールネイビースター","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2075",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300013","ubbi おむつペール ピンクハート","ubbiオムツペールピンクハート","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2076",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300014","ubbi おむつペール クラウド","ubbiオムツペールクラウド","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2077",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300015","ubbi おむつペール ミント","ubbiオムツペールミント","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2078",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300016","ubbi おむつペール ゴールド","ubbiオムツペールゴールド","31","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2079",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300017","ubbi おむつペール クロム","ubbiオムツペールクロム","31","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2080",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300018","ubbi おむつペール ピンクゴールド","ubbiオムツペールピンクゴールド","31","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2081",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300019","ubbi おむつペール マーブル","ubbiオムツペールマーブル","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2082",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300020","ubbi おむつペール チャコール","ubbiオムツペールチャコール","26","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2083",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300021","ubbi おむつペール ウッド","ubbiオムツペールウッド","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2084",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300022","ubbi おむつペール ブラッシュピンク","ubbiオムツペールブラッシュピンク","26.75","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2085",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300023","ubbi おむつペール クラウディブルー","ubbiオムツペールクラウディブルー","26.75","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2086",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300024","ubbi おむつペール セージ","ubbiオムツペールセージ","26.75","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2087",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300025","ubbi  おむつペール ヘリンボーン","ubbiオムツペールヘリンボーン","26.07","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2088",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300026","ubbi おむつペール イエロー","ubbiオムツペールイエロー","26","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2089",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300027","ubbi おむつペール グリーン","ubbiオムツペールグリーン","26","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2090",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300028","ubbi  おむつペール トープ（matte Taupe）","ubbiオムツペールトープ（matteTaupe）","26.75","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2091",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300029","ubbi  おむつペール ブラック（matte Black）","ubbiオムツペールブラック（matteBlack）","26","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2092",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300030","ubbi  おむつペール ブロッサムピンク（matte Fig Blossom）","ubbiオムツペールブロッサムピンク（matteFigBlossom）","26","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2093",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300031","ubbi おむつペール オープンウォーター（matte Open Water）","ubbiオムツペールオープンウォーター（matteOpenWater）","26","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2094",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300032","ubbi おむつペール リリーグリーン（matte  Fig Blossom）","ubbiオムツペールリリーグリーン（matteFigBlossom）","26","USD","0.067",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2095",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300100","ubbi おむつペール用 リフィルバッグ(75 bags)","ubbiオムツペールヨウリフィルバッグ(75bags)","7.5","USD","0.003",,"0.039",,,"000630","Pearhead Inc.(Ubbi)","132","2096",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300101","ubbiオムツペール用リフィルバック 1P","ubbiオムツペールヨウリフィルバック1P",,"USD",,,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2097",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300110","Diaper Caddy イエロー","DiaperCaddyイエロー","14","USD","0.074",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2098",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300111","Diaper Caddy グリーン","DiaperCaddyグリーン","14","USD","0.074",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2099",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300112","Diaper Caddy グレー","DiaperCaddyグレー","14","USD","0.074",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2100",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300120","Wipes Dispenser イエロー","WipesDispenserイエロー","6.5","USD","0.014",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2101",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300121","Wipes Dispenser グリーン","WipesDispenserグリーン","6.5","USD","0.014",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2102",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300122","Wipes Dispenser グレー","WipesDispenserグレー","6.5","USD","0.014",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2103",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300130","ubbi  インテリアおむつペール(エクストラワイド)ホワイト","ubbiインテリアオムツペール(エクストラワイド)ホワイト","35","USD","0.072",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2104",,"false","34","オムツペール","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300200","ubbi バス収納 おもちゃ入れ","ubbiバスシュウノウオモチャイレ","6.25","USD","0.0073",,"0.039",,,"000630","Pearhead Inc.(Ubbi)","132","2105",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300201","ubbi 中まで洗えるバストイ 海の動物シャワー","ubbiチュウマデアラエルバストイウミノドウブツシャワー","3.5","USD","0.0021",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2106",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300202","ubbi 中まで洗えるバストイ 海の動物水てっぽう","ubbiチュウマデアラエルバストイウミノドウブツスイテッポウ","3.5","USD","0.0028",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2107",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300203","ubbi くっつくバストイ ヒトデ","ubbiクッツクバストイヒトデ","3.5","USD","0.0013",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2108",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300300","ubbi pet waste pail white","ubbipetwastepailwhite","25","USD","0.05",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2109",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300301","ubbi pet waste pail chrome","ubbipetwastepailchrome","25","USD","0.05",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2110",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300302","ubbi pet waste pail bags 25pcs","ubbipetwastepailbags25pcs","3.75","USD","0.006",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2111",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300303","ubbi pet waste pail bags 75pcs","ubbipetwastepailbags75pcs","7.5","USD","0.023",,"0",,,"000630","Pearhead Inc.(Ubbi)","132","2112",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300304","ubbi OTG pet bag dispenser refills 72pcs","ubbiOTGpetbagdispenserrefills72pcs","1.5","USD","0.023",,"0.039",,,"000630","Pearhead Inc.(Ubbi)","132","2113",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300305","ubbi OTG pet bag dispenser refills 144 pcs","ubbiOTGpetbagdispenserrefills144pcs","2.5","USD","0.022",,"0.039",,,"000630","Pearhead Inc.(Ubbi)","132","2114",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300306","ubbi OTG pet waste bag dispenser","ubbiOTGpetwastebagdispenser","1.75","USD","0.012",,"0.039",,,"000630","Pearhead Inc.(Ubbi)","132","2115",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6300307","ubbi pet odor disks","ubbipetodordisks","1.55","USD","0.004",,"0.039",,,"000630","Pearhead Inc.(Ubbi)","132","2116",,"false","57","ペット トイレ・ケア用品","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6300308","ubbi litter scoop&hook","ubbilitterscoop&hook","2.5","USD","0.02",,"0.039",,,"000630","Pearhead Inc.(Ubbi)","132","2117",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310001","DUO CITY LITE-HOP ブラック(シルバーフレーム)","DUOCITYLITE-HOPブラック(シルバーフレーム)","101.7","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2118",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310002","DUO CITY LITE-HOP レッド(シルバーフレーム)","DUOCITYLITE-HOPレッド(シルバーフレーム)","101.7","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2119",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310003","DUO CITY LITE-HOP ブラック(ブラックフレーム)","DUOCITYLITE-HOPブラック(ブラックフレーム)","108","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2120",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310004","DUO CITY LITE-HOP レッド(ブラックフレーム)","DUOCITYLITE-HOPレッド(ブラックフレーム)","108","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2121",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310005","DUO CITY HOP ブラック【2015】","DUOCITYHOPブラック【2015】","104.5","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2122",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310006","DUO CITY HOP レッド【2015】","DUOCITYHOPレッド【2015】","104.5","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2123",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310007","DUO CITY HOP ブラック【2014】シルバーフレーム","DUOCITYHOPブラック【2014】シルバーフレーム","104.5","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2124",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310008","DUO CITY HOP レッド【2014】シルバーフレーム","DUOCITYHOPレッド【2014】シルバーフレーム","104.5","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2125",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310009","DUO CITY HOP ネイビー【TRU】","DUOCITYHOPネイビー【TRU】","104.5","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2126",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310010","DUO CITY JUMP ブラック","DUOCITYJUMPブラック","96.8","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2127",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310011","DUO CITY JUMP レッド","DUOCITYJUMPレッド","96.8","USD","0.12",,"0",,,"000631","The Kinderwagon　Company","133","2128",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310012","DUO CITY HOP グレーデニム【2018】","DUOCITYHOPグレーデニム【2018】","107","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2129",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310013","DUO CITY HOP ブラック【2018】","DUOCITYHOPブラック【2018】","104.5","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2130",,"false","41","2人乗リ","ベビーカー","9","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6310014","DUO CITY HOP レッド【2018】","DUOCITYHOPレッド【2018】","104.5","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2131",,"false","41","2人乗リ","ベビーカー","9","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6310015","DUO CITY HOP ネイビー【2018】","DUOCITYHOPネイビー【2018】","104.5","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2132",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310016","DUO CITY HOP ブルーデニム【2018】","DUOCITYHOPブルーデニム【2018】","107","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2133",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56"
,"false","SKU","6310017","DUO CITY HOPⅡブルーデニム【2019】","DUOCITYHOPⅡブルーデニム【2019】","109.36","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2134",,"false","41","2人乗リ","ベビーカー","9","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6310018","DUO CITY HOPⅡグレーデニム【2020】","DUOCITYHOPⅡグレーデニム【2020】","109.36","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2135",,"false","41","2人乗リ","ベビーカー","9","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:56","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6310019","DUO CITY HOPⅡブラック【2020】","DUOCITYHOPⅡブラック【2020】","106.86","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2136",,"false","41","2人乗リ","ベビーカー","9","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:57","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6310020","DUO CITY HOPⅡレッド【2020】","DUOCITYHOPⅡレッド【2020】","106.86","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2137",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:57","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:57"
,"false","SKU","6310021","DUO CITY HOPⅡベージュ","DUOCITYHOPⅡベージュ","109.36","USD","0.106",,"0",,,"000631","The Kinderwagon　Company","133","2138",,"false","41","2人乗リ","ベビーカー","9","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:57","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6310099","DUO CITY HOP 専用トラベルバッグ","DUOCITYHOPセンヨウトラベルバッグ","10.4","USD","0.0045",,"0.08",,,"000631","The Kinderwagon　Company","133","2139",,"false","41","2人乗リ","ベビーカー","9","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:57","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:44"
,"false","SKU","6330002","木製ゲイト バリアフリー ブラウン","モクセイゲイトバリアフリーブラウン",,"USD",,,"0.029",,,"000633","Kidco","135","2140",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:57","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:57"
